Stations_id,von_datum,bis_datum,Stationshoehe,geoBreite,geoLaenge,Stationsname,Bundesland
01093,20140429,20220706,131,49.4593,8.9595,Eberbach,Baden-Württemberg
01094,20090924,20220706,611,47.7958,11.1991,Eberfing,Bayern
01095,20060901,20110725,192,51.6001,10.1105,Krebeck-Renshausen,Niedersachsen
01103,20061001,20220706,592,48.1003,11.9872,Ebersberg-Halbing,Bayern
01107,20041201,20220706,346,49.852,10.4991,Ebrach,Bayern
01119,20040923,20220706,535,49.5767,11.6975,Edelsfeld,Bayern
01130,20090701,20220706,17,54.6282,9.3649,Eggebek,Schleswig-Holstein
01132,20060110,20220706,410,48.3956,12.7287,Eggenfelden,Bayern
01139,20040315,20101220,400,48.6846,13.2512,Eging am See-Burgstall,Bayern
01157,20220629,20220706,490,51.7433,10.6832,Elend,Sachsen-Anhalt
01158,20040728,20220628,350,48.636,12.8531,Eichendorf,Bayern
01161,20050201,20220706,384,48.8777,11.2349,Eichstätt-Landershofen,Bayern
01166,20040901,20220706,107,51.4603,12.6687,Eilenburg,Sachsen
01170,20070701,20220706,267,51.8873,9.728,Eimen-Vorwohle,Niedersachsen
01176,20041102,20220706,976,47.9634,8.2693,Eisenbach,Baden-Württemberg
01197,20021101,20220706,460,48.9895,10.1312,Ellwangen-Rindelbach,Baden-Württemberg
01200,19950901,20220706,3,54.0691,9.0105,Elpersbüttel,Schleswig-Holstein
01207,20060301,20220706,558,50.2705,12.2742,"Elster, Bad-Sohl",Sachsen
01210,20060701,20220706,90,51.4505,13.5046,Elsterwerda,Brandenburg
01214,20040801,20220706,431,48.2012,8.1088,Elzach-Fisnacht,Baden-Württemberg
01216,20050201,20220706,312,49.4251,9.243,Elztal-Rittersbach,Baden-Württemberg
01219,19950901,19970630,5,53.3449,7.1909,Emden-Nesserland,Niedersachsen
01223,20050901,20220706,13,52.5983,6.9449,Ringe-Großringe,Niedersachsen
01224,20021201,20220706,201,48.1378,7.8351,Emmendingen-Mundingen,Baden-Württemberg
01237,20040901,20220706,507,48.089,12.5073,Tacherting-Spreit,Bayern
01239,20040701,20080921,540,47.8516,8.7673,Engen/Hegau,Baden-Württemberg
01241,20061201,20220706,128,52.15,8.5226,Enger,Nordrhein-Westfalen
01246,20150801,20220706,104,51.8418,8.0607,Ennigerloh-Ostenfelde,Nordrhein-Westfalen
01253,20040912,20220706,286,50.426,7.9395,Nentershausen (KA),Rheinland-Pfalz
01255,20021201,20220706,226,49.1661,8.8483,Eppingen-Elsenz,Baden-Württemberg
01262,19950901,20220706,446,48.3477,11.8134,München-Flughafen,Bayern
01266,20040601,20220706,18,54.2992,9.3162,Erfde,Schleswig-Holstein
01270,19950901,20220706,316,50.9829,10.9608,Erfurt-Weimar,Thüringen
01278,20071201,20220706,160,52.2449,10.7182,Cremlingen-Destedt,Niedersachsen
01279,20060701,20220706,268,49.6497,11.0075,Möhrendorf-Kleinseebach,Bayern
01282,20100101,20220706,565,50.3043,12.3834,Erlbach-Eubabrunn,Sachsen
01290,20051101,20220706,716,48.1868,8.4672,Eschbronn-Mariazell,Baden-Württemberg
01297,20041001,20220706,156,51.2041,10.0138,Eschwege,Hessen
01300,20040601,20220706,351,51.254,8.1565,Eslohe,Nordrhein-Westfalen
01303,19950901,20220706,150,51.4041,6.9677,Essen-Bredeney,Nordrhein-Westfalen
01304,20060401,20220706,48,52.3345,8.3877,"Essen-Brockhausen, Bad",Niedersachsen
01313,20031022,20220706,940,47.5665,10.9583,Ettal-Linderhof,Bayern
01315,20061009,20101110,118,48.9246,8.3824,Ettlingen-Ettlingenweier,Baden-Württemberg
01320,20040501,20220706,137,51.261,11.1754,Etzleben,Thüringen
01327,20040801,20220706,147,50.7119,6.7905,Weilerswist-Lommersum,Nordrhein-Westfalen
01332,20050301,20220706,471,48.4832,12.7241,"Falkenberg,Kr.Rottal-Inn",Bayern
01336,20040901,20220706,70,52.8568,9.6756,"Fallingbostel, Bad",Niedersachsen
01343,20051015,20220706,476,47.7956,12.0161,"Feilnbach,Bad",Bayern
01346,20000816,20220706,1490,47.8749,8.0038,Feldberg/Schwarzwald,Baden-Württemberg
01350,20070801,20220706,48,52.0997,13.0016,Felgentreu,Brandenburg
01357,20050301,20220706,655,49.9807,11.8376,Fichtelberg/Oberfranken-Hüttstadl,Bayern
01358,19950901,20220706,1213,50.4283,12.9536,Fichtelberg,Sachsen
01366,20060110,20220706,498,48.2213,11.7989,Finsing (Kraftwerk),Bayern
01392,20100401,20220706,621,49.7316,12.3489,Flossenbürg,Bayern
01411,20070101,20220706,747,50.5309,10.0479,Birx/Rhön,Thüringen
01420,19950901,20220706,100,50.0259,8.5213,Frankfurt/Main,Hessen
01424,20080801,20220706,124,50.1269,8.6694,Frankfurt/Main-Westend,Hessen
01435,20021101,20220706,768,50.5921,10.8575,Ilmenau-Frauenwald,Thüringen
01441,20150401,20220706,416,50.9263,13.2711,Freiberg,Sachsen
01443,19950901,20220706,237,48.0232,7.8343,Freiburg,Baden-Württemberg
01451,20040601,20220706,2,53.8277,9.2493,Freiburg/Elbe,Niedersachsen
01458,20050401,20220706,492,49.5747,11.8859,Freihung-Großschönbrunn,Bayern
01468,19950901,20220706,797,48.4538,8.409,Freudenstadt,Baden-Württemberg
01473,20060101,20190301,414,49.1869,11.308,Freystadt-Michelbach,Bayern
01495,20041001,20220706,52,53.5389,11.7607,Goldenbow,Mecklenburg-Vorpommern
01497,20041201,20220706,74,53.0238,13.7088,Friedrichswalde,Brandenburg
01503,20121001,20220706,6,53.0643,7.902,Friesoythe-Altenoythe,Niedersachsen
01511,20041006,20220706,400,48.5587,12.5719,Marklkofen (Betriebsstelle Vilstalsee),Bayern
01526,20041101,20220706,242,50.5668,9.6532,Fulda-Horas,Hessen
01538,20061010,20161111,351,49.0182,9.7414,Gaildorf-Hägenau,Baden-Württemberg
01542,20040122,20220706,498,48.4327,12.5714,Gangkofen (Kläranlage),Bayern
01544,19950901,20220706,47,52.5129,11.3942,Gardelegen,Sachsen-Anhalt
01550,19950901,20220706,719,47.483,11.0621,Garmisch-Partenkirchen,Bayern
01559,20040601,20070228,402,50.7421,7.8163,Gebhardshain,Rheinland-Pfalz
01561,20041201,20220706,414,50.4034,9.2076,Gedern-Schönhausen,Hessen
01573,20060101,20220706,281,50.7133,9.9539,Geisa,Thüringen
01578,20040601,20220706,376,48.6894,11.6353,Geisenfeld-Engelbrechtsmünster,Bayern
01580,20061201,20220706,111,49.9859,7.9548,Geisenheim,Hessen
01584,20090601,20220706,673,47.9242,8.6474,Geisingen,Baden-Württemberg
01587,19960830,20220706,536,48.9481,11.4289,Gelbelsee,Bayern
01590,20030701,20220706,37,51.4942,6.2463,Geldern-Walbeck,Nordrhein-Westfalen
01595,20121001,20220706,91,51.5762,7.0652,Gelsenkirchen-Buer,Nordrhein-Westfalen
01598,20051201,20220706,328,50.248,7.7456,Oberbachheim,Rheinland-Pfalz
01602,20040701,20220706,177,48.433,7.993,Ohlsbach,Baden-Württemberg
01605,19950901,20220706,35,52.3875,12.1602,Genthin,Sachsen-Anhalt
01607,20021101,20220706,344,49.1934,11.0267,Georgensgmünd,Bayern
01612,19950901,20220706,311,50.8812,12.1289,Gera-Leumnitz,Thüringen
01639,19970320,20220706,203,50.6017,8.6439,Gießen/Wettenberg,Hessen
01642,20031009,20220706,550,48.1085,11.2781,Gilching,Bayern
01645,20040501,20220706,340,50.9656,9.05,Gilserberg-Moischeid,Hessen
01650,20041101,20220706,250,49.4648,7.4111,Henschtal,Rheinland-Pfalz
01669,20061101,20220706,43,53.808,12.9607,Borrentin-Wolkwitz,Mecklenburg-Vorpommern
01684,19950901,20220706,239,51.1621,14.9506,Görlitz,Sachsen
01689,20040701,20220706,441,49.7656,11.3062,Gößweinstein,Bayern
01691,19950901,20220706,167,51.5002,9.9507,Göttingen,Niedersachsen
01694,19950901,20220706,59,53.6058,12.1034,Goldberg,Mecklenburg-Vorpommern
01711,20070501,20220706,438,47.7344,8.7932,Gottmadingen,Baden-Württemberg
01717,20050901,20220706,28,53.2651,11.5042,Grabow (Kläranlage Fahlenkamp),Mecklenburg-Vorpommern
01721,20061001,20220706,506,49.664,11.2239,Gräfenberg-Kasberg,Bayern
01735,20050301,20220706,628,48.7894,13.629,Grainet-Rehberg,Bayern
01736,20020702,20220706,27,53.5731,10.6797,Grambek,Schleswig-Holstein
01744,20041201,20220706,139,51.5718,14.4763,Spremberg-Graustein,Brandenburg
01750,20040901,20220706,190,51.4511,9.4138,Grebenstein,Hessen
01757,19950901,20220706,2,54.0967,13.4056,Greifswald,Mecklenburg-Vorpommern
01759,20010117,20220706,12,54.2437,13.9102,Greifswalder Oie ,Mecklenburg-Vorpommern
01766,19950901,20220706,48,52.1344,7.6969,Münster/Osnabrück,Nordrhein-Westfalen
01769,20041001,20220706,23,53.8312,11.1713,Grevesmühlen,Mecklenburg-Vorpommern
01770,20061001,20220706,38,52.4233,11.966,Tangerhütte-Grieben,Sachsen-Anhalt
01792,20051201,20220706,27,52.7553,7.4815,Groß Berßen,Niedersachsen
01793,20060801,20220706,104,51.8806,11.465,Hecklingen-Groß Börnecke,Sachsen-Anhalt
01801,20040701,20220706,31,52.4169,12.8006,Groß Kreutz-Krielow,Brandenburg
01803,20040901,20220706,34,54.0714,12.3238,Groß Lüsewitz,Mecklenburg-Vorpommern
01810,20140701,20220706,56,52.9094,13.5371,Schorfheide-Groß Schönebeck,Brandenburg
01813,20070101,20220706,15,54.4032,9.7654,Groß Wittensee,Schleswig-Holstein
01814,20040601,20220706,87,49.9052,8.4459,Groß-Gerau-Wallerstädten,Hessen
01827,20070101,20220706,3,54.3726,11.0828,Großenbrode,Schleswig-Holstein
01830,20041101,20110121,270,50.5455,9.5175,Großenlüder-Kleinlüder,Hessen
01832,20000816,20220706,1436,49.1129,13.1338,Großer Arber,Bayern
01844,20070101,20220706,517,47.9411,11.9004,Feldkirchen-Westerham-Lenzmühle,Bayern
01846,20060302,20220706,344,48.6773,12.6207,Pilsting-Bäckermühle,Bayern
01847,20080401,20220706,92,51.2743,12.0517,Weißenfels-Wengelsdorf,Sachsen-Anhalt
01848,20061101,20220706,118,51.309,12.1718,Markranstädt-Großlehna,Sachsen
01851,20030429,20220706,110,49.9229,9.0904,Großostheim,Bayern
01863,20071201,20220706,258,50.2667,9.1854,Gründau-Breitenborn,Hessen
01869,19950901,20220706,56,53.3154,13.9339,Grünow,Brandenburg
01870,20021101,20220706,160,49.5665,8.178,Grünstadt,Rheinland-Pfalz
01886,20040701,20220706,444,48.4878,10.2608,Günzburg,Bayern
01888,20050201,20220706,10,53.8119,12.114,Parum,Mecklenburg-Vorpommern
01900,20060103,20220706,450,48.4522,12.1549,Vilsheim-Münchsdorf,Bayern
01937,20050201,20220706,524,48.3705,8.7666,Haigerloch-Weildorf,Baden-Württemberg
01938,20030424,20220706,464,48.3028,11.5318,Haimhausen-Ottershausen,Bayern
01950,20060110,20220706,780,47.6463,10.8073,Halblech-Trauchgau,Bayern
01957,19950901,20150323,93,51.5138,11.9499,Halle-Kröllwitz,Sachsen-Anhalt
01964,20050501,20220706,328,49.9445,6.3821,Olsdorf,Rheinland-Pfalz
01975,19950905,20220706,11,53.6332,9.9881,Hamburg-Fuhlsbüttel,Hamburg
01981,20050301,20220706,3,53.4777,9.8957,Hamburg-Neuwiedenthal,Hamburg
01997,20040308,20220706,220,50.1219,9.9079,Hammelburg,Bayern
02011,20050101,20220706,50,52.3965,9.6629,Hannover-Herrenhausen,Niedersachsen
02012,20100601,20220706,57,52.3671,9.819,Hannover-Kirchrode,Niedersachsen
02014,19950901,20220706,55,52.4644,9.6779,Hannover,Niedersachsen
02023,19950901,20220706,501,48.7918,10.7062,Harburg,Bayern
02027,20060601,20220706,63,51.9753,8.2094,Harsewinkel,Nordrhein-Westfalen
02039,20061101,20220706,201,51.9002,10.5699,"Harzburg, Bad",Niedersachsen
02044,19950901,20220706,404,51.652,11.1366,Harzgerode,Sachsen-Anhalt
02050,20061001,20220706,218,48.2766,8.0841,Haslach im Kinzigtal,Baden-Württemberg
02051,20060107,20220706,130,49.7845,9.4722,Hasloch/Main,Bayern
02064,20050101,20220706,449,49.184,10.8243,Haundorf-Obererlbach,Bayern
02066,20021101,20220706,257,50.7384,9.6607,Haunetal-Wehrda,Hessen
02072,20061010,20161025,665,48.2738,9.4745,Hayingen,Baden-Württemberg
02074,20040601,20220706,518,48.3752,8.98,Hechingen,Baden-Württemberg
02080,20040701,20120912,110,49.4206,8.6676,Heidelberg,Baden-Württemberg
02088,20040601,20050512,522,48.6849,10.142,Heidenheim/Brenz,Baden-Württemberg
02109,20041001,20220706,450,50.0664,9.3458,Heinrichsthal,Bayern
02110,20030105,20220706,57,51.0411,6.1042,Heinsberg-Schleiden,Nordrhein-Westfalen
02115,20000209,20220706,4,54.175,7.892,Helgoland,Schleswig-Holstein
02119,20030427,20191023,650,50.238,11.7033,Helmbrechts,Bayern
02152,20040901,20220706,380,51.0425,10.1468,Herleshausen-Archfeld,Hessen
02159,20050701,20220706,434,48.5915,8.8541,Herrenberg,Baden-Württemberg
02167,20050301,20120402,302,49.7672,7.3356,Niederwörresbach,Rheinland-Pfalz
02170,20040911,20220706,526,50.1499,6.5527,Weißenseifen,Rheinland-Pfalz
02171,19950901,20220706,272,50.852,9.7377,"Hersfeld, Bad",Hessen
02174,20101101,20220706,238,51.6255,10.3695,Herzberg,Niedersachsen
02175,20061101,20220706,340,51.689,10.357,Herzberg-Lonau,Niedersachsen
02184,20050201,20190726,340,51.2099,9.6914,Hessisch Lichtenau-Fürstenhagen,Hessen
02201,20050801,20220706,1,54.575,13.1044,Hiddensee-Vitte,Mecklenburg-Vorpommern
02211,20041001,20220706,295,50.737,7.6525,Hilgenroth,Rheinland-Pfalz
02213,20021101,20220706,407,50.3105,6.6236,Lissendorf,Rheinland-Pfalz
02222,20040315,20220706,1015,47.5561,10.4274,Unterjoch,Bayern
02233,20040801,20220706,446,50.404,11.8193,Hirschberg,Thüringen
02236,20050301,20180101,205,49.049,7.756,Hirschthal,Rheinland-Pfalz
02252,20050701,20220706,271,50.8992,14.7456,Bertsdorf-Hörnitz,Sachsen
02254,20050601,20220706,46,52.2396,7.6449,Hörstel-Riesenbeck,Nordrhein-Westfalen
02261,19991202,20220706,565,50.3123,11.876,Hof,Bayern
02272,20091201,20220706,43,53.7784,11.5595,Ventschow,Mecklenburg-Vorpommern
02274,20041101,20220706,518,50.092,12.2134,Hohenberg/Eger,Bayern
02278,20041201,20220706,131,51.764,13.47,Hohenbucko,Brandenburg
02290,19950901,20220706,977,47.8009,11.0108,Hohenpeißenberg,Bayern
02292,20041026,20201001,740,48.3551,9.3356,Hohenstein-Bernloch,Baden-Württemberg
02293,20041201,20220706,315,50.1918,8.0888,Hohenstein-Breithardt,Hessen
02294,20040701,20220706,468,48.6572,12.0887,Hohenthann,Bayern
02306,20050801,20220706,8,54.3194,10.6732,Hohwacht,Schleswig-Holstein
02319,20050601,20220706,685,47.8823,11.6961,Holzkirchen,Bayern
02323,20060701,20220706,110,51.8529,9.4953,"Bevern, Kr. Holzminden",Niedersachsen
02329,20040901,20220706,255,50.2446,8.5725,"Homburg, Bad (Filterwerk)",Hessen
02331,20040801,20220706,235,49.3278,7.3533,Homburg/Saar,Saarland
02355,20051001,20220706,4,53.1228,8.4205,Hude/Oldenburg,Niedersachsen
02362,20040801,20220706,328,50.5651,7.4843,Hümmerich,Rheinland-Pfalz
02372,20070501,20220706,604,50.5466,12.5706,Stützengrün-Hundshübel,Sachsen
02376,20051201,20220706,455,48.6549,13.5077,Büchlberg-Tannöd,Bayern
02387,20040801,20220706,626,48.0374,10.7409,Buchloe,Bayern
02388,20050301,20220706,193,48.0419,7.6322,Ihringen,Baden-Württemberg
02405,20041201,20220706,960,47.6078,10.202,Immenstadt-Reute,Bayern
02409,20090122,20220706,360,48.7662,11.4539,Ingolstadt (Flussmeisterstelle),Bayern
02410,20180511,20180511,364,48.7111,11.5363,Ingolstadt (Flugplatz),Bayern
02412,20060302,20220706,690,47.7592,12.7502,Inzell,Bayern
02415,20050201,20220706,713,47.8177,11.8681,Irschenberg-Kasthub,Bayern
02416,20050101,20220706,549,48.2022,12.0382,Isen-Westach,Bayern
02429,20030626,20220706,21,53.9897,9.5696,Itzehoe,Schleswig-Holstein
02431,20041001,20220706,367,50.1337,10.9317,Itzgrund-Herreth,Bayern
02438,20080401,20220706,41,53.4277,13.8166,Uckerland-Karlstein,Brandenburg
02444,20040801,20220706,155,50.9251,11.583,Jena (Sternwarte),Thüringen
02453,20041104,20220627,403,48.178,12.3798,Jettenbach,Bayern
02465,20020701,20220706,1,53.5083,9.7376,Jork-Moorende,Niedersachsen
02473,20041201,20220706,76,50.9316,6.3431,Jülich (Kläranlage),Nordrhein-Westfalen
02480,20040901,20220706,108,50.0643,8.993,Kahl/Main,Bayern
02483,19951012,20220706,839,51.1803,8.4891,Kahler Asten,Nordrhein-Westfalen
02485,20110502,20220706,489,48.917,9.6871,Kaisersbach-Cronhütte,Baden-Württemberg
02486,20050301,20220706,271,49.4262,7.7557,Kaiserslautern,Rheinland-Pfalz
02497,20040801,20220706,505,50.5014,6.5264,Kall-Sistig,Nordrhein-Westfalen
02500,20040911,20220706,570,50.3953,6.9896,"Kaltenborn, Hohe Acht",Rheinland-Pfalz
02503,19950901,20030502,487,50.6266,10.1455,Kaltennordheim,Thüringen
02518,20051101,20220706,34,54.0117,13.4999,Groß Kiesow-Schlagtow,Mecklenburg-Vorpommern
02522,19960128,20081101,112,49.0382,8.3641,Karlsruhe,Baden-Württemberg
02531,20040701,20220706,32,53.1724,11.7491,Karstädt/Prignitz,Brandenburg
02532,20000419,20131101,231,51.2963,9.4424,Kassel,Hessen
02538,20050601,20220706,425,49.3658,11.6925,"Kastl, Kreis Amberg-Sulzbach ",Bayern
02541,20021101,20220706,452,50.5467,11.0317,Katzhütte,Thüringen
02542,20040601,20160401,716,47.8652,10.6007,Kaufbeuren,Bayern
02546,20070501,20220706,141,48.5576,7.88,Kehl-Odelshofen,Baden-Württemberg
02550,20060111,20220706,350,48.9244,11.85,Kelheim,Bayern
02556,20041101,20210401,460,49.8671,11.8807,Kemnath,Bayern
02559,19950901,20220706,705,47.7233,10.3348,Kempten,Bayern
02562,20090301,20220706,428,51.334,10.529,Helbedündorf-Keula,Thüringen
02564,20100714,20220706,28,54.3776,10.1424,Kiel-Holtenau,Schleswig-Holstein
02575,20060901,20220706,432,49.1804,9.98,Kirchberg/Jagst-Herboldshausen,Baden-Württemberg
02577,20051001,20220706,34,52.6007,8.8522,"Kirchdorf, Kreis Diepholz",Niedersachsen
02578,20040701,20220706,14,53.9995,11.4341,Kirchdorf/Poel,Mecklenburg-Vorpommern
02595,20040701,20220706,181,49.789,7.4853,Kirn,Rheinland-Pfalz
02597,19950901,20220706,282,50.224,10.0792,"Kissingen, Bad",Bayern
02600,20050301,20220706,193,49.7363,10.1781,Kitzingen,Bayern
02601,19950901,20220706,822,50.2218,8.4469,Kleiner Feldberg/Taunus,Hessen
02618,20041001,20220706,732,50.8458,10.4803,Kleiner Inselsberg,Thüringen
02619,20040911,20220706,447,49.8939,7.1885,"Kleinich, Kr. Bernkastel-Wittlich",Rheinland-Pfalz
02625,20040701,20220706,38,52.739,12.4984,Kleßen,Brandenburg
02627,20040701,20220706,128,51.5554,13.8845,Schipkau-Klettwitz,Brandenburg
02629,20040701,20220706,46,51.7612,6.0954,Kleve,Nordrhein-Westfalen
02638,19950901,20220706,974,48.1054,8.7548,Klippeneck,Baden-Württemberg
02641,20040901,20220706,90,51.5185,12.9065,Klitzschen bei Torgau,Sachsen
02660,20040711,20220706,805,47.5699,11.3006,Kochel-Einsiedl (Kraftwerk),Bayern
02662,20061201,20220706,59,52.5233,11.1261,Köckte,Sachsen-Anhalt
02667,19950901,20220706,92,50.8646,7.1575,Köln-Bonn,Nordrhein-Westfalen
02673,20070801,20220706,53,52.1331,11.7757,Königsborn,Sachsen-Anhalt
02677,20061010,20220706,730,48.1413,8.4285,Königsfeld/Schwarzwald,Baden-Württemberg
02680,20050601,20220706,289,50.284,10.4456,"Königshofen, Bad",Bayern
02689,20041101,20220706,40,53.2279,9.6527,Königsmoor,Niedersachsen
02700,20041201,20220706,416,48.8302,11.4872,Kösching,Bayern
02703,19950901,20001010,496,51.855,9.3239,Köterberg,Nordrhein-Westfalen
02704,20040501,20220706,76,51.7511,12.0094,Köthen (Anhalt),Sachsen-Anhalt
02708,20060701,20220706,742,47.6652,11.0805,"Kohlgrub, Bad (Rosshof)",Bayern
02709,20041101,20220706,230,49.9164,10.2363,Kolitzheim,Bayern
02712,19950901,20220706,428,47.6952,9.1307,Konstanz,Baden-Württemberg
02718,20021101,20220706,458,51.288,8.7928,Korbach-Rhena,Hessen
02733,20041101,20220706,46,52.7277,13.0121,Kremmen-Groß Ziethen,Brandenburg
02734,20060101,20220706,2,54.3237,9.0247,Krempel,Schleswig-Holstein
02740,20050501,20220706,897,47.6105,11.6462,Kreuth-Glashütte,Bayern
02749,20040801,20220706,52,54.0805,11.7425,Gersdorf,Mecklenburg-Vorpommern
02750,20051101,20220706,310,50.2524,11.3209,Kronach,Bayern
02759,20060110,20220706,873,47.5041,11.2814,Krün,Bayern
02763,20051201,20220706,1,53.5039,7.1217,Norden-Leybuchtpolder,Niedersachsen
02779,20041101,20220706,63,53.1486,12.0851,Kuhbier,Brandenburg
02787,20050101,20220706,354,49.2428,9.6786,Kupferzell-Rechbach,Baden-Württemberg
02792,20040801,20220706,498,48.3737,10.7604,Diedorf/Schwaben-Biburg,Bayern
02794,19950901,20220706,40,52.9362,12.4093,Kyritz,Brandenburg
02810,20061201,20220706,150,51.9446,8.7749,"Lage, Kreis Lippe-Hörste ",Nordrhein-Westfalen
02812,19960327,20220706,156,48.3647,7.828,Lahr,Baden-Württemberg
02814,20021101,20220706,687,48.5122,9.7644,Merklingen,Baden-Württemberg
02822,20041001,20220706,25,53.6369,9.0979,Lamstedt,Niedersachsen
02825,20040911,20110803,525,49.2845,7.9124,Landau-Taubensuhl,Rheinland-Pfalz
02839,20061201,20220706,209,51.9262,10.3461,Langelsheim-Astfeld,Niedersachsen
02843,20000816,20151231,125,50.0075,8.6547,Langen (BZ),Hessen
02844,20071001,20220706,13,53.6956,8.6291,"Langen-Holßel, Kreis Cuxhaven",Niedersachsen
02850,20061101,20220706,778,48.1994,9.3327,Langenenslingen-Ittenhausen,Baden-Württemberg
02856,20040701,20220706,91,51.9173,13.0878,Langenlipsdorf,Brandenburg
02860,20041201,20220706,371,49.5076,10.7885,Langenzenn,Bayern
02878,20170801,20220706,117,51.3909,11.8786,"Lauchstädt, Bad",Sachsen-Anhalt
02880,20050711,20220706,319,49.5522,9.6345,Lauda-Königshofen-Heckfeld,Baden-Württemberg
02884,20100101,20220706,310,49.5042,11.2736,Lauf/Pegnitz (Kläranlage),Bayern
02885,20060104,20220706,430,47.9522,12.8978,Laufen/Obb.-Lebenau,Bayern
02890,20060901,20220706,305,51.5957,10.463,"Lauterberg,Bad-Bartolfelde",Niedersachsen
02900,20071201,20220706,208,49.709,8.6908,Lautertal/Odenwald-Reichenbach,Hessen
02907,19990201,20220706,7,54.7903,8.9514,Leck,Schleswig-Holstein
02925,19950901,20220706,356,51.3932,10.3123,Leinefelde,Thüringen
02928,19970407,20220706,138,51.3151,12.4462,Leipzig-Holzhausen,Sachsen
02932,19950901,20220706,131,51.4347,12.2396,Leipzig/Halle,Sachsen
02947,20061001,20220706,286,51.1333,8.0348,Lennestadt-Theten,Nordrhein-Westfalen
02951,20040601,20220706,20,53.1007,11.4864,Lenzen/Elbe,Brandenburg
02953,20070401,20220706,854,47.8597,8.2308,Lenzkirch-Ruhbühl,Baden-Württemberg
02958,20041001,20220706,204,51.0265,14.9357,Ostritz,Sachsen
02968,20081201,20220706,43,50.9894,6.9777,Köln-Stammheim,Nordrhein-Westfalen
02985,19950901,20220706,321,50.9383,14.2094,Lichtenhain-Mittelndorf,Sachsen
02988,20040701,20220706,162,51.4882,9.2493,Liebenau-Haueda,Hessen
02992,20041101,20220706,495,50.5276,11.6604,Remptendorf,Thüringen
02996,20061009,20161027,352,48.7726,8.7287,"Liebenzell, Bad",Baden-Württemberg
02997,20040701,20220706,50,51.9861,14.3044,Lieberose,Brandenburg
02999,20040701,20220706,55,52.1211,7.8699,Lienen-Kattenvenne,Nordrhein-Westfalen
03012,20041105,20220706,750,49.0315,13.3272,Lindberg-Buchenau,Bayern
03015,19950901,20220706,98,52.2085,14.118,Lindenberg,Brandenburg
03023,19950901,20161231,22,52.5181,7.3081,Lingen,Niedersachsen
03024,20040911,20220706,485,50.094,7.5675,Lingerhahn/Hunsrück,Rheinland-Pfalz
03028,19950901,20220706,157,51.7854,8.8388,"Lippspringe, Bad",Nordrhein-Westfalen
03031,20040701,20220706,92,51.6336,8.3945,Lippstadt-Bökenförde,Nordrhein-Westfalen
03032,19951130,20220706,25,55.011,8.4125,List auf Sylt,Schleswig-Holstein
03034,20070101,20220706,496,50.4505,11.635,"Lobenstein, Bad",Thüringen
03042,20080601,20220706,230,50.5617,8.2386,Löhnberg-Obershausen,Hessen
03044,20070701,20180601,22,52.7198,7.7472,Löningen,Niedersachsen
03080,20041001,20220706,521,50.5131,11.3664,Ludwigsstadt-Lauenstein,Bayern
03081,20071201,20220706,65,52.3452,8.6477,Espelkamp-Isenstedt,Nordrhein-Westfalen
03083,20050101,20220706,57,51.9267,13.8797,Lübben-Blumenfelde,Brandenburg
03086,19960626,20220706,15,53.8025,10.6989,Lübeck-Blankensee,Schleswig-Holstein
03093,19950901,20220706,16,52.9724,11.1374,Lüchow,Niedersachsen
03094,20061101,20220706,166,51.3122,14.0499,Kamenz-Cunnersdorf,Sachsen
03098,19950901,20220706,387,51.2452,7.6425,Lüdenscheid,Nordrhein-Westfalen
03121,20040901,20220706,677,49.9113,12.5276,Mähring,Bayern
03126,19950901,20220706,79,52.1029,11.5827,Magdeburg,Sachsen-Anhalt
03136,20021101,20220706,102,50.1294,8.8209,Mühlheim/Main,Hessen
03137,20080501,20220704,195,49.9656,8.2139,Mainz-Lerchenberg (ZDF),Rheinland-Pfalz
03146,20041101,20220706,31,53.2141,11.3686,Malk Göhren,Mecklenburg-Vorpommern
03147,20130901,20220706,390,48.7548,12.2118,Mallersdorf-Pfaffenberg-Oberlindhart,Bayern
03148,20061101,20070619,40,53.2113,11.3247,Malliß,Mecklenburg-Vorpommern
03153,20041001,20220706,449,48.6189,12.6233,Mamming-Schneiderberg,Bayern
03155,20040801,20220706,413,50.1015,6.8009,Manderscheid-Sonnenhof,Rheinland-Pfalz
03158,19950901,20220706,12,52.5468,14.5453,Manschnow,Brandenburg
03164,20060701,20220706,187,50.8492,8.7745,"Cölbe, Kr. Marburg-Biedenkopf",Hessen
03166,19950901,20220706,639,50.6511,13.1469,Marienberg,Sachsen
03167,19990527,20220706,547,50.6621,7.9603,"Marienberg, Bad",Rheinland-Pfalz
03175,20061101,20220706,504,50.5219,12.8282,Raschau,Sachsen
03179,20040801,20220706,320,49.666,10.3851,Markt Bibart,Bayern
03181,20210801,20220706,360,49.4875,10.6277,Markt Erlbach-Hagenhofen,Bayern
03190,20041004,20220706,790,47.7196,10.6433,Marktoberdorf-Sulzschneid,Bayern
03192,20050301,20220706,506,47.7046,13.0372,Marktschellenberg,Bayern
03196,19950901,20220706,81,53.3222,11.9321,Marnitz,Mecklenburg-Vorpommern
03204,20080701,20220706,429,50.7335,10.8815,Martinroda,Thüringen
03205,20050801,20220706,33,52.6579,13.179,Marwitz (Wasserwerk),Brandenburg
03207,20041201,20220706,328,50.1798,10.272,Maßbach,Bayern
